CodeEtb,Etablissement,CodeFil,Filiere,Min1,Min2,Min3
R03,INFSPM ALGER,X05SANTE,ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliers GHARDAIA,15.76,15.76,15.76
R03,INFSPM ALGER,X05SANTE,ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliers TIMIMOUN,14.76,14.76,14.76
R03,INFSPM ALGER,X05SANTE,ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliers TOUGGOURT,14.86,14.86,14.86
R03,INFSPM ALGER,X05SANTE,ORTHOPTISTE DE SANTE PUBLIQUE -- pour bacheliers DJANET,,,
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers ADRAR,12.95,12.95,12.95
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers CHLEF,15.1,15.1,15.1
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers LAGHOUAT,14.15,14.15,14.15
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers BISKRA,14.88,14.88,14.88
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers BECHAR,14.92,14.92,14.92
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers BLIDA,14.95,14.95,14.95
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TAMANRASSET,13.49,13.49,13.49
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TEBESSA,14.87,14.87,14.87
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TLEMCEN,15.3,15.3,15.3
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TIARET,15.02,15.02,15.02
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TIZI-OUZOU,14.42,14.42,14.42
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers ALGER,15.69,15.69,15.69
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers JIJEL,15.68,15.68,15.68
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers SETIF,15.65,15.65,15.65
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,15.43,15.43,15.43
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers SIDIBEL-ABBES,14.58,14.58,14.58
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers ANNABA,14.48,14.48,14.48
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers MOSTAGANEM,14.38,14.38,14.38
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers MSILA,15.62,15.62,15.62
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers MASCARA,15.21,15.21,15.21
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers ORAN,14.93,14.93,14.93
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers ILLIZI,12.86,12.86,12.86
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers B.B.ARRERIDJ,15.22,15.22,15.22
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers BOUMERDES,15.1,15.1,15.1
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers ELTARF,14.94,14.94,14.94
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TINDOUF,13.27,13.27,13.27
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TISSEMSILT,15.45,15.45,15.45
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers KHENCHLA,15.52,15.52,15.52
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers SOUK-AHRAS,15.64,15.64,15.64
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TIPAZA,14.62,14.62,14.62
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers AIN-DEFLA,15.98,15.98,15.98
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers NAAMA,14.19,14.19,14.19
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TIMIMOUN,13.23,13.23,13.23
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers OULED DJELLAL,13.58,13.58,13.58
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers IN SALAH,13.08,13.08,13.08
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers IN GUEZZAM,,,
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TOUGGOURT,14.27,14.27,14.27
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers DJANET,,,
R03,INFSPM ALGER,X06SANTE,ERGOTHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers EL MGHAIER,14.75,14.75,14.75
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers ADRAR,13.82,13.82,13.82
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers CHLEF,15.81,15.81,15.81
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers LAGHOUAT,15.57,15.57,15.57
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers BATNA,15.81,15.81,15.81
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers BEJAIA,14.25,14.25,14.25
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers BISKRA,15.3,15.3,15.3
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers BECHAR,14.14,14.14,14.14
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers BLIDA,14.86,14.86,14.86
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers TEBESSA,14.9,14.9,14.9
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers TIARET,15.26,15.26,15.26
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers TIZI-OUZOU,14.23,14.23,14.23
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers ALGER,15.26,15.26,15.26
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers JIJEL,14.98,14.98,14.98
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,15.79,15.79,15.79
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers ANNABA,14.55,14.55,14.55
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers CONSTANTINE,15.05,15.05,15.05
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers MEDEA,15.37,15.37,15.37
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers MOSTAGANEM,15.58,15.58,15.58
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers MASCARA,15.33,15.33,15.33
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers B.B.ARRERIDJ,15.87,15.87,15.87
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers BOUMERDES,15.45,15.45,15.45
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers KHENCHLA,15.27,15.27,15.27
R03,INFSPM ALGER,X07SANTE,APPAREILLEURS ORTHOPEDISTES DE SANTE PUBLIQUE -- pour bacheliers SOUK-AHRAS,15.84,15.84,15.84
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers ADRAR,14.92,14.92,14.92
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers CHLEF,15.05,15.05,15.05
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers LAGHOUAT,13.97,13.97,13.97
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers OUM-EL-BOUAGHI,15.28,15.28,15.28
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers BATNA,15.34,15.34,15.34
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers BEJAIA,14.32,14.32,14.32
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers BISKRA,14.33,14.33,14.33
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers BECHAR,13.72,13.72,13.72
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers BLIDA,15.02,15.02,15.02
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers TAMANRASSET,10.87,10.87,10.87
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers TEBESSA,15.48,15.48,15.48
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers TLEMCEN,15.23,15.23,15.23
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers TIZI-OUZOU,13.61,13.61,13.61
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers ALGER,15.03,15.03,15.03
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers DJELFA,15.15,15.15,15.15
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers JIJEL,15.61,15.61,15.61
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers SAIDA,14.68,14.68,14.68
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers SKIKDA,15.07,15.07,15.07
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers SIDIBEL-ABBES,14.33,14.33,14.33
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers CONSTANTINE,14.67,14.67,14.67
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers MEDEA,15.35,15.35,15.35
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers MOSTAGANEM,15.04,15.04,15.04
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers OUARGLA,13.98,13.98,13.98
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers ORAN,14.55,14.55,14.55
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers ILLIZI,,,
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers B.B.ARRERIDJ,14.4,14.4,14.4
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers TINDOUF,12.49,12.49,12.49
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers KHENCHLA,14.87,14.87,14.87
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers TIPAZA,15.3,15.3,15.3
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers NAAMA,13.99,13.99,13.99
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers GHARDAIA,15.69,15.69,15.69
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers OULED DJELLAL,13.27,13.27,13.27
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers TOUGGOURT,14.08,14.08,14.08
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers DJANET,,,
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers EL MGHAIER,13.22,13.22,13.22
R03,INFSPM ALGER,X08SANTE,PSYCHOMOTRICIEN DE SNTE PUBLIQUE -- pour bacheliers EL MENIAA,11.62,11.62,11.62
R03,INFSPM ALGER,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers TIZI-OUZOU,14.48,14.48,14.48
R03,INFSPM ALGER,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers ALGER,15.08,15.08,15.08
R03,INFSPM ALGER,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers BOUMERDES,15.06,15.06,15.06
R03,INFSPM ALGER,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers TIZI- OUZOU,14.39,14.39,14.39
R03,INFSPM ALGER,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers ALGER,15.42,15.42,15.42
R03,INFSPM ALGER,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers BOUMERDES,15.11,15.11,15.11
R03,INFSPM ALGER,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers LAGHOUAT,14.26,14.26,14.26
R03,INFSPM ALGER,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers BLIDA,15.05,15.05,15.05
R03,INFSPM ALGER,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers BOUIRA,15.13,15.13,15.13
R03,INFSPM ALGER,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers TIZI-OUZOU,14.35,14.35,14.35
R03,INFSPM ALGER,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers ALGER,15.02,15.02,15.02
R03,INFSPM ALGER,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers DJELFA,14.57,14.57,14.57
R03,INFSPM ALGER,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers MEDEA,15.28,15.28,15.28
R03,INFSPM ALGER,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers BOUMERDES,15.04,15.04,15.04
R03,INFSPM ALGER,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers TIPAZA,14.72,14.72,14.72
R03,INFSPM ALGER,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers GHARDAIA,14.51,14.51,14.51
R03,INFSPM ALGER,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers EL MENIAA,11.95,11.95,11.95
R03,INFSPM ALGER,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers TIZI- OUZOU,13.95,13.95,13.95
R03,INFSPM ALGER,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers ALGER,14.6,14.6,14.6
R03,INFSPM ALGER,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers BOUMERDES,14.55,14.55,14.55
R03,INFSPM ALGER,X12SANTE,HYGIENISTE DE SANTE PUBLIQUE -- pour bacheliers TIPAZA,14.43,14.43,14.43
R03,INFSPM ALGER,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers TIZI-OUZOU,13.93,13.93,13.93
R03,INFSPM ALGER,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers ALGER,14.0,14.0,14.0
R03,INFSPM ALGER,X13SANTE,ASSISTANT MEDICAL DE SANTE PUBLIQUE -- pour bacheliers BOUMERDES,14.51,14.51,14.51
R03,INFSPM ALGER,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers TIZI-OUZOU,12.74,12.74,12.74
R03,INFSPM ALGER,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers ALGER,13.69,13.69,13.69
R03,INFSPM ALGER,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers BOUMERDES,13.84,13.84,13.84
R11,INFSPM JIJEL,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers JIJEL,15.06,15.06,15.06
R11,INFSPM JIJEL,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers MILA,15.27,15.27,15.27
R11,INFSPM JIJEL,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers JIJEL,15.34,15.34,15.34
R11,INFSPM JIJEL,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers MILA,15.56,15.56,15.56
R11,INFSPM JIJEL,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers JIJEL,15.59,15.59,15.59
R11,INFSPM JIJEL,X10SANTE,LABORANTIN DE SANTE PUBLIQUE -- pour bacheliers MILA,15.76,15.76,15.76
R11,INFSPM JIJEL,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers BEJAIA,14.18,14.18,14.18
R11,INFSPM JIJEL,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers JIJEL,15.33,15.33,15.33
R11,INFSPM JIJEL,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers SETIF,15.19,15.19,15.19
C14,UNIV. TIZI OUZOU,F02LAN01,SCIENCES FINANCIERES ET COMPTABILITE,12.58,12.58,12.58
C14,UNIV. TIZI OUZOU,G01LAL02,SCIENCES POLITIQUES,11.33,11.33,11.33
C14,UNIV. TIZI OUZOU,G02LAL02,DROIT,10.0,10.0,10.0
C14,UNIV. TIZI OUZOU,H01LAL03,LANGUE FRANCAISE,11.98,11.98,11.98
C14,UNIV. TIZI OUZOU,H03IAN10,TRADUCTION/INTERPRETARIAT ARABE/FRANCAIS/ANGLAIS,13.4,13.4,13.4
C14,UNIV. TIZI OUZOU,H03IAN12,"TRADUCTION INTERPRETARIAT (ARABE, FRANCAIS, AMAZIGH)",12.26,12.26,12.26
C14,UNIV. TIZI OUZOU,H06LAL02,LANGUE ANGLAISE,12.35,12.35,12.35
C14,UNIV. TIZI OUZOU,I17LAL02,SCIENCES HUMAINES,10.0,10.0,10.0
C14,UNIV. TIZI OUZOU,I19LAL03,SCIENCES SOCIALES,10.0,10.0,10.0
C14,UNIV. TIZI OUZOU,L00LAL02,LANGUE ET LITTERATURE ARABES,10.03,10.03,10.03
C14,UNIV. TIZI OUZOU,M00LAL01,LANGUE ET CULTURE AMAZIGHES,10.03,10.03,10.03
C14,UNIV. TIZI OUZOU,N05IAL02,ARCHITECTURE,14.63,14.63,14.63
C05,ECOLE NATIONALE POLYTECHNIQUE D ALGER,A00CAN04,FB ST ECOLE NATIONALE POLYTECHNIQUE D ALGER,16.97,16.97,16.97
C11,ECOLE NATIONALE SUP. DES SCI. DE LA MER ET DE L AMENAGEMENT DU LITTORAL ALGER,D00CAN11,FB SP ECOLE NATIONALE SUPERIEURE DES SCIENCES DE LA MER ET DE L AMENAGEMENT DU LITTORAL D ALGER,14.1,14.1,14.1
C06,ECOLE NATIONALE SUPERIEURE AGRONOMIQUE ALGER,D00CAN07,FB SNV ECOLE NATIONALE SUPERIEURE AGRONOMIQUE ALGER,14.45,14.45,14.45
P31,ECOLE NATIONALE SUPERIEURE DE JOURNALISME ET DES SCIENCES DE L INFORMATION ALGER,I00CAN01,FB JOURNALISME ECOLE NATIONALE SUPERIEURE DE JOURNALISME ET DES SCIENCES DE L INFORMATION ALGER,13.98,13.98,13.98
P10,ECOLE NATIONALE SUPERIEURE DES NANOSCIENCES ET NANOTECHENOLOGIES,A00CAN14,FB ST ECOLE NATIONALE SUPERIEURE DES NANOSCIENCES ET NANOTECHENOLOGIES ALGER,17.0,17.0,17.0
P51,ECOLE NATIONALE SUPERIEURE DES SCIENCES POLITIQUES ALGER,G00CAN01,FB SPO ECOLE NATIONALE SUPERIEURE DE SCIENCES POLITIQUES ALGER,13.93,13.93,13.93
R11,INFSPM JIJEL,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,15.83,15.83,15.83
R11,INFSPM JIJEL,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers ANNABA,14.52,14.52,14.52
R11,INFSPM JIJEL,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers ELTARF,14.98,14.98,14.98
R11,INFSPM JIJEL,X11SANTE,PREPARATEUR EN PHARMACIE DE SANTE PUBLIQUE -- pour bacheliers MILA,15.53,15.53,15.53
R11,INFSPM JIJEL,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers JIJEL,14.07,14.07,14.07
R11,INFSPM JIJEL,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers SKIKDA,14.09,14.09,14.09
R11,INFSPM JIJEL,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers ANNABA,13.45,13.45,13.45
R11,INFSPM JIJEL,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers GUELMA,14.86,14.86,14.86
R11,INFSPM JIJEL,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers ELTARF,13.86,13.86,13.86
R11,INFSPM JIJEL,X14SANTE,ASSISTANT SOCIAL DE SANTE PUBLIQUE -- pour bacheliers MILA,15.18,15.18,15.18
R20,INFSPM SETIF,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers SETIF,15.44,15.44,15.44
R20,INFSPM SETIF,X01SANTE,INFIRMIER DE SANTE PUBLIQUE -- pour bacheliers B.B.ARRERIDJ,14.72,14.72,14.72
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers BATNA,15.88,15.88,15.88
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers BEJAIA,15.12,15.12,15.12
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers BISKRA,15.73,15.73,15.73
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers TAMANRASSET,13.5,13.5,13.5
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers JIJEL,16.21,16.21,16.21
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers SETIF,16.67,16.67,16.67
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers B.B.ARRERIDJ,16.03,16.03,16.03
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers KHENCHLA,15.7,15.7,15.7
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers OULED DJELLAL,14.58,14.58,14.58
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers IN SALAH,12.47,12.47,12.47
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers IN GUEZZAM,,,
R20,INFSPM SETIF,X04SANTE,KINESITHERAPEUTE DE SANTE PUBLIQUE -- pour bacheliers EL MGHAIER,14.89,14.89,14.89
R20,INFSPM SETIF,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers SETIF,15.67,15.67,15.67
R20,INFSPM SETIF,X09SANTE,MANIPULATEUR EN IMAGERIE MEDICALE DE SANTE PUBLIQUE -- pour bacheliers B.B.ARRERIDJ,15.22,15.22,15.22
